text,user_id,subforum_id,num_contexts,label
Normally not a fan of beer but it was cheap and pretty good .,581924,1348,0,0
"Yes, Philidelphia has been over run with black savages , left and right .",575206,1381,0,0
"Reflections on the 1970s Image Credit & Copyright : Jimmy Walker Explanation : The 1970s are sometimes ignored by astronomers , like this beautiful grouping of reflection nebulae in Orion - NGC 1977 , NGC 1975 , and NGC 1973 - usually overlooked in favor of the substantial glow from the nearby stellar nursery better known as the Orion Nebula .",575351,1348,0,0
"Emily Tubb , 33 , of Southaven , who is in the English department at East High School , was indicted last week for alleged possession with intent to distribute Adderall , alprazolam and heroin .",577495,1345,0,0
It was carried to Ireland by English Invaders who came to where they were n't wanted to steal Irish land and Irish lives .,578058,1391,0,0
"www.hillsdale.edu St. John 's College , Annapolis , Md.",586614,1363,0,0
"Sorry, my last comment was published 2 times because I thought it was not published , I had a problem with the internet .",594139,1387,0,0
Tell us more about yourself .,573898,1381,0,0
And then he had the nerve to preach about anti-Semitism from the pulpit .,575465,1346,0,0
Good work .,587931,1375,0,0
Something is up .,577947,1359,0,0
Her eyes and nose and skin tone give it away .,575536,1395,0,0
"I feel sorry for people living in Texas , i live in Australia and i always thought Texas was a basically white exclusive place to live .",585022,1346,0,0
"In fact , the cosmic jellyfish is part of bubble-shaped supernova remnant IC 443 , the expanding debris cloud from a massive star that exploded .",572147,1348,0,0
Sun releases massive solar flare - NASA video - YouTube slideshow from cnn Huge solar flares light up for NASA cameras - CNN.com Could solar flare on Friday the 13th knock out phones and GPS devices ? | Mail Online,572196,1348,0,0
Get gas masks !,572648,1359,0,0
I saw his latest movie and was actually surprised that there were no blacks in it .,572333,1346,0,0
"Man accused of triple murder in Hoffman Estates denied bond `` But at 1 : 30 a.m. Friday , Howard allegedly went to the home and a quarrel ensued .",578336,1345,0,0
I guess I just do n't have any taste .,576316,1371,0,0
Like any new group ; some you 'll like and some you wo n't .,577755,1388,0,0
No dogs ?,572513,1387,0,0
"LOL But yes , it does sound like a great plan .",576220,1395,0,0
well what about WWI and the Armenian Genocide which the following video says was instigated by International jewish cabal : http://www.youtube.com/watch ? v = ttjNZ ... eature = related,577736,1354,0,0
My son will be scheduled to have his first assesment around September sometime .,594202,1388,0,0
http://www.youtube.com/watch ? v = R8gYc5fvMQ0,577565,1345,0,0
"And in a smaller scales Swedes , Polish , Nowegians etc. in the same area .",734656,1354,0,0
Hey..,738594,1362,0,0
You are very handsome and your attitudes about your daughter are right where they should be !,573792,1381,0,0
Romanians and Italians are fighting with one another while the enemy of all Latin people and of all Aryan humanity is laughing up his sleeve .,597719,1383,0,0
How come everybody wants to change their names all of a sudden ?,589877,1363,0,0
Right! if you have dark hair you 're not White if you have tanned skin you 're not White Luke Pasqulino is n't White either bang goes 50 percent of the Western and Eastern Mediterrenrean !,572990,1354,0,0
"Thank you , she definitely is something else !",572182,1381,0,0
"Complete nonsense with your own plain as day motive lurking around in the background as usual . The article shows people are acting , action I support .",589338,1391,0,0
Thanks Again Buster,573684,1380,0,0
"Playing lightly on or over a surface ; flickering ; as , `` a lambent flame ; lambent shadows . '' 2 .",573581,1362,0,0
thank you both of you !!!!!! maybe if i would have put on my glasses i would have found it before .... tee hee !!!,600261,1381,0,0
hi guys i have just registered in order to say my opinion from my experience in real life or internet about your issues .,575467,1395,0,0
Lonewolfing mostly .,603699,1375,0,0
Just letting you know .,572151,1359,0,0
Good luck ! 11,598744,1381,0,0
No one has the right to dictate that to me nor anyone else .,575709,1347,0,0
Maybe they are unionized .,572325,1345,0,0
Bobby van Jaarsveld - Kyk Waar Is Ons Nou [ Official Music Video ] - YouTube We can all have a dance and feel good for a while .,572287,1396,0,0
75 % of junior high Student 's could n't point out New york state on a map .,585880,1395,0,0
How evil can you get huh ?,576775,1383,0,0
Demarco Harris is facing life in prison for killing Trisha Babcock,583828,1345,0,0
"My glock not special parts just night sights , take home shake dry , clean when your bored .",578499,1359,0,0
[ youtube ] l46t _ nrySg4 [ /youtube ] [ youtube ] ky-zdHMNFNM [ /youtube ],572414,1397,0,0
Others were poignant accounts of the behavior of indisputably grief stricken animals .,572082,1348,0,0
Absolute stupidity !,574041,1345,0,0
Reminds me of Homer Simpson 's `` angry art '' This looks like something I made as a kid [ the winner ! ],572147,1348,0,0
I wonder how the CBC will try to spin this ?,735729,1388,0,0
"A mentally-ill Orthodox cantor who told jurors he was `` The Michael Jackson of Jewish music '' was sentenced in Manhattan yesterday to at least a year in prison for swindling a Washington Heights woman out of $ 36,000 .",584156,1345,0,0
What happens when Popeye 's runs out of chicken YouTube - Popeyes Freakout ( Ghetto Vers .,572404,1347,0,0
"He was a saint apparently hope nothing awful happens to my white brother and sisters in SA , keep safe .",573196,1396,9,0
Please contribute and/or donate .,575695,1397,0,0
I need something translated but I would settle for a `` live '' internet sports channel that carries lithuanian or latvian sports .,589699,1393,0,0
I saved the site now .,577166,1345,0,0
"Many of the local gods are lost forever , and many that were once gods were transformed into simple spirits , creatures , etc .",577059,1383,0,0
May I have another !,575695,1348,0,0
Buster,573684,1380,0,0
Are there any English language links to read about this ?,577083,1345,0,0
The rest of us Goyim : we have to break our backs making up the inflation difference .,572116,1362,0,0
My good friend and neighbor carries his like that too .,572482,1359,0,0
Its a great piece of history to know .,598333,1380,0,0
I just wonder how long before obango starts bringing them here for a new life .,573125,1345,0,0
"It 's mind boggling to me , I mean they just cut it off and run off with it in their hands ?",573600,1345,2,0
"Dont quote me on it , im pretty sure open carry of a long gun in texas is legal .",578499,1359,0,0
Every Hispanic I have known is terrified of dogs and do n't like cats either .,572057,1346,0,0
It figures that the leftist mob that the media supports created all the violence .,573785,1393,0,0
"1wolf, What is the tight referring to in your slogan .",573710,1381,0,0
The SPLC is a multi-million dollar anti-white hate organization who is led by a pervert .,572793,1346,0,0
Nobody on here ' idolizes the IRA ' .,580968,1391,0,0
I would like to say that I really had a great time last night and that I felt it was a very well organized night with a great message .,578304,1388,0,0
There are few places nowadays where there is freedom of speech so you 'll enjoy posting here !,574905,1391,0,0
At least people in the US have guns to defend themselves .,734569,1359,0,0
"Well, I have a few hundred bookmarked - but here 's a few that I 've looked at more than once or twice : This website has free curriculum and good advice : http://bringinguplearners.com/Iusethisoneallthetimeforplanning:http://donnayoung.org/Ifyouwishtoaddanewelementtoyourhomeschool:http://www.teachwithmovies.org/index.html Happy learning !",606345,1362,0,0
I would not even entertain myself with his so called work it 's all trash and does n't being with the WN movement .,576530,1346,0,0
No problem .,573365,1359,2,0
Maybe you 'll find it useful .,575512,1362,0,0
Mr A was correct again .,574905,1391,0,0
I think everything should be done to preserve the great apes .,577788,1371,2,0
"Hello, Do you want to know how i think nationalism ?",589791,1393,0,0
We need to spread more videos around Haman : WNTube - YouTube the White Nationalist way ...,577166,1380,0,0
I just have to study for three and a half more years until I start working on a masters in electrical engineering Feels like it never ends .,582876,1362,0,0
I believe that team owners want to make money first and foremost and would n't sacrifice team performance and/or millions of dollars just to put more blacks on their teams .,584654,1348,0,0
"I know we have to be polite , but come on , we do n't have to lie ...",585974,1393,0,0
I think you will find that this .org is one of the best on the web .,633547,1363,0,0
"There are assimilated Gypsies , Tats , Udins , Talysh , etc among Arme nians just like u have assimilated Tatars ... but Most Armenians look like this , especially Western Armenians , victims of Genocide which u mention here ...",581355,1371,0,0
Raise those children to not be race traitors and instill good values in them .,595527,1388,0,0
Note!,575695,1397,0,0
"For gods sake Davison you say `` many '' but I went to Iran when I was little ( I only went to Shiraz & Tehran ) & I never saw anyone with light hair or light eyes , I have since met a few with green eyes but never light hair so it couldnt have been `` many '' .",582407,1347,2,0
Actually there is no way you can go back up the rabbit hole after you have gone down it .,572067,1371,0,0
"If a third world savage attacks a Jew , is it all Jewey 's fault ?",573148,1346,0,0
I was surprised to see it there on Palm Canyon Drive .. here 's a detail :,572584,1348,0,0
Ironic that they would consider those from Iceland as Germanic when people from Iceland have a 50 % blood link with Ireland due to the Viking slave trade .,593019,1391,0,0
This film tells the story of a poor victimised African boy ( Joseph ) who was allowed into Ireland .,578166,1345,0,0
178 black teachers in Apelanta conspired and changed black student 's test answers to help them pass state exams .,575695,1346,0,0
I found tons of new uploads .,574119,1346,0,0
Perhaps get out and put up some BNP stickers .,575137,1345,0,0
The peepers are getting old ...,578099,1359,0,0
"Just wondering , hope they take that slogan all the way back to Africa .",572324,1371,12,0
"Do n't pay much attention to me , though .",573897,1359,0,0
Wow this policy of prosecuting people for offending liberals is disgusting .,737140,1388,0,0
I wonder if he spends a lot of time trying to figure out how he got confined to the Open Forums .,573247,1371,0,0
So do you actually meet the people that you let join and start a chapter or are you just trusting that an anti would n't sign up so that you start directing people to them to get jumped or whatever ?,574600,1388,0,0
He is indeed a brave man and champion of our cause .,573693,1375,0,0
It's quite clear you have no argument so you 're now trying to get me to bite with your Jewish nonsense .,738971,1354,0,0
Asians are fairly well mannered and intelligent and easier for most whites to get along with .,578710,1371,0,0
The Irish brought Christianity and learning to Pagan Britain. ( posted in reply to BRs deleted post ) .,592894,1391,0,0
"It happens with animals too , I bought a chicken to cook on my way home from the graveyard and popped it in the fridge for the next day .",572367,1354,0,0
My family and I are wanting to come out and look around a little more .,580547,1380,0,0
Re: What is happening in our schools ?,575221,1387,0,0
Yeah I know that they have been around since the 1930s and have not gotten anywhere .,585681,1380,0,0
Join the Nationalist Coalition http://www.ncoal.com,572417,1380,0,0
Why do people care about football ?,579639,1387,0,0
"Irish, There is nothing wrong with being polite .",579560,1380,0,0
BTW - I do n't recall seeing a Mars Bar in S.A ?,572219,1396,2,0
Thank you to whoever set up this site and to you for linking it !,573622,1391,0,0
"So do the teachers in the public schools in the South hold liberal views in their private life as well , or are they conservative in private life and then knowingly lie to the kids in school ?",575500,1362,0,0
It 's all about race mixing .,581690,1362,0,0
Cheers !,575316,1348,0,0
"I imagine that modern Italians can understand most of any given Late Latin text written approximately two thousand years ago , without any problems .",586425,1393,0,0
Disgusting what this country has become .,577813,1387,0,0
https : //www.stormfront.org/forum/show ... threadid = 54094 I hope to see you around here a little more .,593144,1381,0,0
I have searched the User CP section but cannot find any way to do it !,596701,1387,0,0
Paying for sky sports is nearly as bad .,582357,1387,0,0
"We have read almost all the DR. Seuss book 's , some of them more then once .",573925,1362,0,0
Only Mr. Smith had no prior criminal record .,572180,1345,6,0
There has been a constantly stream of money from the white man 's hand to `` anti-whites '',572684,1345,0,0
You should be angry at them not us as they sold you from your own homeland .,572107,1371,0,0
Excellent book I have read it several times and after reading this thread I think I will read it once again its well written and a good introduction into what is happening to our people.God Bless David Duke !,578247,1345,0,0
"Hey, guys I 'm new to SF but I 've long had right wing views about immigration looking to join a white nationalist group I live in Huron county PM me if you have a group I could join or if you know of one in my area !",737140,1388,0,0
Click on the `` DOWNLOAD ( 7.42 MB ) '' green banner link .,572066,1346,0,0
I have nothing against that but in logical numbers.I do n't want to loose our subracial or our ethnic intedity.But i prefer mixed marriages among white people than race mixed marriages !,586969,1393,1,0
Negro Charged With The Murder Of White Rest Stop Employee - NNN Reporters Newsroom Forum R.I.P.,573278,1345,0,0
"Normal hair is no fun Braveheart .... Nature intended us to be white , having normal color hair was just an eXtra .",626678,1363,0,0
www.natvan.com,591113,1391,0,0
"The soldiers that were beaten and left for dead is wrenching , all because they served their nation .",575161,1354,0,0
The reality is that the White race is a minority race .,574905,1391,0,0
Janice,590458,1363,0,0
Don't you ever find it strange that Al Qaeda seems to move to where Washington wants it 's troops ?,572510,1347,0,0
"If teachers have to focus extra attention on foreigners because they cannot speak English properly , it will be the indigenous Irish students who will suffer .",584989,1391,0,0
For analogy : you put feces in your soup you put water in your cars gasoline tank you feed your livestock poison You water your plants with salty water Giving your kids FAS You do n't need to punish these people .,577029,1347,0,0
My daughter just got Journey to Center of the Earth today from our stockpile of books .,577121,1362,0,0
Day 2 Do n't Leave Watch the city burn around you .,594327,1359,0,0
"Me , I love ' em any height .",572449,1381,0,0
Rouse - The Redpilled Blues - YouTube Rouse - Not Our Own - YouTube Pale White Skin - Hey There Europa - YouTube Sir Antiblack - A Race War - YouTube Amazon ( ( ( Echoes ) ) ) - YouTube,572145,1348,0,0
Exactly!,572099,1388,0,0
In clubs that search people you see them get their asses handed to them .,578499,1359,2,0
You need to post less and learn more .,577166,1347,0,0
I'll like to take that for a test drive .,574905,1383,0,0
"Because the news section can get VERY depressing and this thread provides comical relief , I can always count on this thread for a laugh when I need one .",573600,1345,0,0
Swede,589887,1393,0,0
I 've heard five their songs and they are My favorites from Russian White Power music .,574896,1395,0,0
They speak the Irish language because it 's their culture but are brainwashed into thinking that it 's ok to destroy our race .,574905,1391,1,0
Their control of all media is proof of that .,572070,1371,0,0
Got to make sure this embaressing thread is knocked off the front page before too many people come along and see it right ?,576364,1345,0,0
This was before I ever became WN .,574438,1362,0,0
I allways stare at them first with very serious eyes and from long distance .,586522,1393,0,0
And the dream would become a reality with a PLE ( aka Stormfront of the street ) .,576945,1380,0,0
"Millions upon millions of them , until there is no British culture left .",575841,1387,0,0
-- A man wanted for attempted murder in New York City was killed Friday afternoon in an exchange of gunfire with officers with a fugitive task force who had gone to a Regency Square-area apartment to arrest him .,572147,1345,0,0
YouTube - Black savages bake puppy alive !!,579751,1347,1,0
Learning how to find good TV shows online and watch what I want when I want has tripled my quality of life .,584941,1346,0,0
Why would gooks want to look white ?,572285,1346,0,0
I dont know Birmingham but generally the best places to go for a haircut are up market and more importantly old fashioned hotels .,574345,1387,0,0
14,595967,1387,0,0
"Finally , they relented and let me have my first pair of swimming trunks .",573136,1362,0,0
Oh I 'm not worried about it .,582029,1359,0,0
I went in to chase bank to make a payment on my credit card all chase banks in my city have bullet proof glass in front of the teller .,577947,1359,0,0
"They do n't like cold weather that much either i hear ! , so that would explain Iceland 's purity.Lets hope global warming is not for real so !",574043,1391,0,0
"As fast as nature is trying to thin them out , our country is undoing the work .",595848,1387,2,0
We are fighting a war so lets show em Let the slaughter begin ...... : attack,589997,1393,0,0
Reinforce you disapproval of their wiggerism with approval whenever they act white .,586694,1363,0,0
Almost all of the Middle East and North Africa was full of whites once upon a time .,572225,1371,0,0
So if a fellow white man rapes my daughter or kills my brother I should let it go because he is white ?,578149,1391,0,0
"Welcome, Always be proud of being white .",572790,1388,0,0
I apologize for my ignorance .,581884,1347,3,0
The first thing I thought was `` he does lots of meth '' .,575102,1345,0,0
I was brought up to believe that ladies do not use such language,734787,1388,1,0
Freehold !!!,576220,1395,0,0
"[ First in the world ] We were not afraid to stand up against Soviet terror , to this I take great pride as you all see The larger article in itself you may find here : http://www.mbl.is/mm/frettir/innlent ... ml ? nid = 1083256",589795,1393,0,0
I wanted to shoot myself when I was there .,581886,1362,0,0
You mean adoption of this new found identity which in all reality is a Greek identity .,579321,1383,0,0
"Revolver had been used all hunting season , shotgun was fresh out of sitting in attics/closets since the late 1800s or early 1900s .",576682,1359,0,0
What we need to open the eyes of the white population is a major racial conflict ....,589997,1393,0,0
It has happened up to the late 90 's with Hong Kong .,735191,1354,0,0
Meanwhile back in their ancestral homelands their races are and will always remain the overwhelming majority .,574578,1388,0,0
But you are most welcome anyway Ugric _ Warspirit .,581207,1393,0,0
"They should build a PLA , but actually do so inside Africa .",572324,1371,12,0
If I had one it would 've probably made the list .,572648,1359,1,0
"Call the teacher and complain , or pull your child out of his class .",587458,1362,0,0
"Hi, i am just looking for whitepride men in the western canada area particularly BC just to talk to hangout or whatever .",599503,1381,0,0
Is My Awakening still in print ?,595080,1375,0,0
YouTube - Grandson attacks and rapes 87-Year-Old bed-ridden amputee Grandmother YouTube - Police are looking for Flash Mob of black Teens who Robbed Dupont Circle Store .,572158,1347,0,0
I do / will continue doing all of the above .,587084,1393,0,0
We shall see .,572449,1362,0,0
Although I still support all WN movements from there ...,572658,1348,0,0
I have no intention of ever setting foot in Mexico so I 'll have to take your word for it .,577040,1345,2,0
I saw that episode of the Sopranos ... and was applauding Tony !,573792,1362,0,0
"Unfortunately , there are some poor White families where both parents work .",575645,1345,0,0
I guess they did n't want anyone pointing out the flaws in what they wrote .,573247,1371,0,0
"Keep em on the phone long enough , disagree a little .",594105,1387,0,0
I will endeavour at some point to go back through to where I left off & greet each of our new members by way of a personal message .,580960,1387,0,0
The peanut butter was not as important as the time machine used to go back and teach the ancient Incans how to make it .,576045,1346,1,0
My beautiful blonde hair blue eyed niece Annabella just turned 2 yesterday and it 's my duty to educate and teach her white values and her heritage because she is the future of our white race and will someday bring some beautiful white children of her own into this wolrd .,746033,1363,0,0
"Aye , warriour of Éire . . . whether you would like fadas for Irish Gæilge , e.g. , é , í , ó and the like , or Scottish Gælick , e.g. , ì , ò , è , é , í , à , ù and the like . . . try such , lad : I. Start Menu to All Programs to Accessouries to System Tools to Litrichean ( I canæ re-call of what Litrichean tis called in English for my computer is in Gàidhlig , but tis Script Lettres , Characters or the like , I reckon. )",572043,1391,0,0
Guy looks like he could be Mexican .,572067,1346,0,0
ive looked into classes on gunsmithing i can do basic things but i just dont have every tool for every gun on the market. and if it ever comes down to dooms day we are gonna need a good smithy,578773,1359,0,0
HD download : https : //mega.co.nz/# ! zBtHCY7A ! Y6gjhR ... FmjjSD6WEq _ r94 ( 1.01 GB ) I read there will be 5 episodes of this .,572089,1387,0,0
Only thing now is they have to go get their skin dyed .,576714,1346,0,0
"He said the documentation showed the victims were sent along with several weeks of food , so they were not intended to be killed .",572315,1354,0,0
I wonder if they 'll let me keep the extra euro if i say i 'm ' ' unwaged ' ' .,591160,1391,0,0
"http://www.frontlinesourcegroup.com/ ... FSiCQgo * * * * AGw http://www.jobs-to-careers.com/index...FcKDQgodVk4ANQhttp://www.indeed.com/q-Temp-l-Conroe,-TX-jobs.html",581963,1380,0,0
I went on the EDL page last night and I saw the funnies thing .,595890,1387,0,0
There was a thread here somewhere long ago about someone who went to a police station and saw they had it on the wall for public information ; probably the ADL has mailed these to many police stations .,572068,1391,0,0
There are lot 's of asiatic people besides turks .,587516,1383,0,0
"I cannot say that I am happy about supporting welfare mothers , but I can firmly say that I prefer supporting a welfare mother than a murder-clinic .",580010,1388,0,0
"Apart from that , a decent video .",576917,1348,0,0
the father said on the news this morning the church has already told him they would appel the verdict and if they lost again they would just file bankruptcy and he wouldnt see a dime !,577873,1345,0,0
I hope it gets the coverage it deserves and that white people need .,579147,1387,0,0
Yes and in the meantime you forget that you belong to a Nation .,572287,1396,0,0
Or the same race that thought the 1st Klan were actual ghosts .,735191,1354,1,0
Id say thats an example of Upper class looking down on the lower .,577097,1347,0,0
"I've always like this topic and found that if not in a classroom I could enjoy a teacher talking on the topic from a video camera session with maybe someone doing Powerpoint edits , hint , hint .",574898,1362,0,0
"The Aryan Body , Mind and Soul - Prodigies and Geniuses Dr. William Shockley ( February 13 , 1910 - August 12 , 1989 ) Dr. William Shockley was an American physicist and inventor .",610258,1348,0,0
If you are talking about Alexander the Great then yes .,735191,1354,0,0
"North Irish militants forcing police from their homes Police in Northern Ireland are being forced to flee their homes by nationalist militants stepping up attacks on a force they consider to be a symbol of British rule , a police official said on Wednesday .",572082,1383,0,0
All of these events would have made great TV .,578486,1380,0,0
Surprised it came back so fast ...,572180,1345,1,0
Dublin has had it !,591104,1391,0,0
"Hey, do you think we are going to get into a fight between European countries about who all are going to get those Guantanamo prisoners ?",572734,1391,0,0
Few more pictures from Slovenia https : //www.stormfront.org/forum/show ... & postcount = 196 https : //www.stormfront.org/forum/show ... & postcount = 197 https : //www.stormfront.org/forum/show ... & postcount = 206 https : //www.stormfront.org/forum/show ... & postcount = 207,582783,1383,0,0
"Well, it 's a trick .",576284,1354,0,0
You might want to phone your favorite radio show host Alex Jones and educate him about the bankers .,572266,1345,0,0
"Their best songs are Rule the World , Grateful Man , and Rahowa .",612078,1363,0,0
This had me falling down laughing .,576266,1371,0,0
"Gave away all my .38Spl , as my .38 is actually chambered for .38Long.",576682,1359,0,0
Everyone keep on spreading Dr. Dukes videos around the internet and we will soon win the war .,572066,1380,0,0
A better board is going to be more likely to recieve donations .,586557,1393,0,0
"HPD immediately responded with a few officers , but were confused as to what they should do about this .",573148,1362,0,0
Look at these pictures .,575857,1346,0,0
Anyway ... they do n't look similar at all between Samis and Finns .,734656,1354,0,0
I THANK ALL OF YOU VERY MUCH,601270,1363,0,0
"WE had lots of good times and parties too , but we also had a gourmet chef , tutors , massage thereapist , and a library of extra liturature from teaches such as copies of the upcoming tests , etc ..",603922,1362,0,0
Macc Lads - Got to be Gordons - YouTube,574902,1387,0,0
Bomber-Bike Project at 20 .,575141,1348,0,0
"Those same documents also revealed that there were only 360,000 inmates ever in Auschwitz , total , from the time it opened until it closed .",576216,1354,0,0
Also work my core and upper body .,573699,1359,0,0
"In this board is allowed to discuss , not to insult .",572068,1380,0,0
Please keep seeding .,577573,1345,0,0
Dance music .,575695,1348,0,0
Daniel Ramsey Shot and killed in his own house in front of his wife on Valentine 's Day by two negro burglars .,572128,1345,0,0
I feel its over .....,734635,1388,1,0
`` Hunter '' sounds good too .,581683,1347,0,0
I love that video so much .,572631,1354,0,0
We have tons of links for materials and free downloads .,572180,1362,0,0
What are you using this school year ?,580921,1362,0,0
"It is nearing the end of 2013 , so soon I will be starting a thread for the new year .",572095,1380,0,0
"A group of American men in the late 1700s decided they could defend themselves against the government of England , but it was illegal to do so .",575649,1359,0,0
Solution walkie talkies that take double a batteries .,578499,1359,0,0
This is also a great place for news that you wo n't find anywhere else ; heartbreaking as it may be .,572791,1388,0,0
I was just about to post a similar thread .,578546,1362,0,0
I hope every one had a Happy Halloween .,578188,1348,0,0
Very great pictures everyone !,582653,1354,0,0
No wonder Lord Of The Rings is so hated by our social engineers .,576824,1347,1,0
Yes i have noticed this too where I live .,578360,1387,0,0
Does anybody else experience this ?,574034,1348,0,0
Baby steps .,572067,1347,0,0
N,596711,1388,0,0
Do not go to school officials because it will mark you out to them .,578149,1362,0,0
Kamerad,745843,1363,0,0
Why not just band with one or two of your close friends ?,572150,1346,0,0
Blacks are n't that strong .,574070,1354,0,0
"It 's a monthly fee for all you can learn , 1900 courses .",580921,1362,0,0
The ammo is more expensive .,576238,1359,0,0
I 'll have to reread it a few more times to get it clear but thanks for posting this .,572977,1347,0,0
And please do n't say the north pole !,591778,1391,0,0
"Which is why the user said `` Do not confuse him with the Jewish doctor of Hitler 's family in Austria , Eduard Bloch . ''",614192,1354,2,0
Precisely!,579281,1347,0,0
"I wo n't own one , but they 're so entrancing .",582379,1347,0,0
The main free stuff page for this month is here .,614166,1362,0,0
"In this newest video I am posting it is relevant to this particular thread at 3 : 55 mark , though I suggest watching the WHOLE THING !",572247,1345,0,0
Give them their interview but be careful not to say anything stupid.Tape the interview for legal reasons put it up on the net.Let the truth prevail .,591113,1391,0,0
"Yes, I edited out your personal info , as you should only give that out to those who can be trusted .",573700,1363,0,0
"i met my wife at the gun range which i was manager of at the time , a woman who shoots guns and hunts is a keeper for sure ..",572651,1388,0,0
I remember after the Boston Marathon bombings watching Fox News and they said law enforcement was consulting Israel for advice .,575744,1346,0,0
"http://www.sfgate.com/cgi-bin/articl...BAJK19A7M6.DTL ``Based on the rate of improvement from 2003 to 2009 , it would take up to 105 years to close the white/Hispanic achievement gap and at least 189 years to close the white/black gap , which has failed to narrow by even a point in English since 2003 , according to scores released Tuesday . '' and `` Wealthier black students score well below their white and Asian counterparts , including those who are from low-income families . ''",578075,1362,0,0
It shows foreighners in their school and says `` in this country you need skills '' yada yada ... this is directed to enlroll foreighners and racist .,582436,1346,0,0
Look on in jealousy !!! 2508,593076,1391,5,0
"Cut and Shoot , Texas ( TX 77303 ) profile : population , maps , real estate , averages , homes , statistics , relocation , travel , jobs , hospitals , schools , crime , moving , houses , news",580481,1375,0,0
Getting to the heart of a matter works as well .,579603,1347,0,0
The USA also had them during ww2 .,578251,1354,0,0
Do you ever ask yourself why you have a screen name that 's reminiscent of the sound a butthole makes after too many beans ? .,593133,1363,0,0
Where have you seen the initials 88/77 ?,597419,1397,0,0
"Eventually , the city would take it back and I 'd be out ten bucks. more entertainment .",576824,1345,0,0
Guess where you fit in ?,572134,1371,0,0
"Playing with their scooters , bikes and other NOISY toys right outside our windows .",574284,1387,0,0
This is just some horny dumb kid .,572445,1371,0,0
I put that they were good for White youth .,599546,1363,0,0
It's wise to think in terms of `` 3 's '' when stocking up .,578539,1359,0,0
"I ca n't carry a gun in Canada , plus I like to travel light so I only take the essentials : Spyderco Delica 4 FFG Notepad/pen Wallet iPhone Headphones Bus pass or bike lock",734720,1359,0,0
"Elmira, N.Y.",577743,1345,0,0
